,county,jurisdiction,state
508,SAN FRANCISCO COUNTY,SAN FRANCISCO,CALIFORNIA
509,PECOS COUNTY,PECOS,TEXAS
510,POLK COUNTY,POLK,TEXAS
511,POTTER COUNTY,POTTER,TEXAS
512,MECKLENBURG COUNTY,MECKLENBURG,NORTH CAROLINA
513,ST. CHARLES COUNTY,ST. CHARLES,MISSOURI
514,FALLS COUNTY,FALLS,TEXAS
515,PRESIDIO COUNTY,PRESIDIO,TEXAS
516,RAINS COUNTY,RAINS,TEXAS
517,FANNIN COUNTY,FANNIN,TEXAS
518,,DISTRICT 38,ALASKA
519,FAYETTE COUNTY,FAYETTE,TEXAS
520,CHAMBERS COUNTY,CHAMBERS,TEXAS
521,MONROE COUNTY,MONROE,TENNESSEE
522,ASHE COUNTY,ASHE,NORTH CAROLINA
523,AVERY COUNTY,AVERY,NORTH CAROLINA
525,BRUNSWICK COUNTY,BRUNSWICK,NORTH CAROLINA
526,CRAVEN COUNTY,CRAVEN,NORTH CAROLINA
527,FRANKLIN COUNTY,FRANKLIN,NORTH CAROLINA
528,HARDEE COUNTY,HARDEE,FLORIDA
529,MACON COUNTY,MACON,NORTH CAROLINA
530,RICHMOND COUNTY,RICHMOND,NORTH CAROLINA
531,STOKES COUNTY,STOKES,NORTH CAROLINA
532,RANDALL COUNTY,RANDALL,TEXAS
533,TYRRELL COUNTY,TYRRELL,NORTH CAROLINA
534,WATAUGA COUNTY,WATAUGA,NORTH CAROLINA
535,WAYNE COUNTY,WAYNE,NORTH CAROLINA
536,CLAY COUNTY,CLAY,INDIANA
537,ORLEANS PARISH,ORLEANS,LOUISIANA
538,ROOSEVELT COUNTY,ROOSEVELT,MONTANA
539,BARROW COUNTY,BARROW,GEORGIA
540,MARSHALL COUNTY,MARSHALL,INDIANA
541,FORSYTH COUNTY,FORSYTH,GEORGIA
542,VAN BUREN COUNTY,VAN_BUREN COUNTY,ARKANSAS
543,REAGAN COUNTY,REAGAN,TEXAS
544,CRAWFORD COUNTY,CRAWFORD,INDIANA
545,KAUAI COUNTY,KAUAI,HAWAII
546,WAKE COUNTY,WAKE,NORTH CAROLINA
547,LAWRENCE COUNTY,LAWRENCE,TENNESSEE
548,,DISTRICT 15,ALASKA
549,TIPTON COUNTY,TIPTON,INDIANA
550,PERRY COUNTY,PERRY,INDIANA
551,REAL COUNTY,REAL,TEXAS
552,FAYETTE COUNTY,FAYETTE,INDIANA
553,SULLIVAN COUNTY,SULLIVAN,INDIANA
554,JEFFERSON COUNTY,JEFFERSON,INDIANA
555,SPENCER COUNTY,SPENCER,INDIANA
556,RUSH COUNTY,RUSH,INDIANA
557,ADAMS COUNTY,ADAMS,INDIANA
558,WELLS COUNTY,WELLS,INDIANA
559,JAY COUNTY,JAY,INDIANA
560,JASPER COUNTY,JASPER,INDIANA
561,JENNINGS COUNTY,JENNINGS,INDIANA
562,ORANGE COUNTY,ORANGE,INDIANA
563,MIAMI COUNTY,MIAMI,INDIANA
564,HALL COUNTY,HALL,GEORGIA
565,STARKE COUNTY,STARKE,INDIANA
566,PUTNAM COUNTY,PUTNAM,INDIANA
567,RANDOLPH COUNTY,RANDOLPH,INDIANA
569,PERRY COUNTY,PERRY COUNTY,ARKANSAS
570,FOUNTAIN COUNTY,FOUNTAIN,INDIANA
571,SCOTT COUNTY,SCOTT,INDIANA
572,PIKE COUNTY,PIKE,INDIANA
573,DAVIESS COUNTY,DAVIESS,INDIANA
574,OWEN COUNTY,OWEN,INDIANA
575,NOBLE COUNTY,NOBLE,INDIANA
576,PULASKI COUNTY,PULASKI,INDIANA
577,ALEXANDRIA CITY,ALEXANDRIA CITY,VIRGINIA
578,AMELIA COUNTY,AMELIA COUNTY,VIRGINIA
579,AMHERST COUNTY,AMHERST COUNTY,VIRGINIA
580,APPOMATTOX COUNTY,APPOMATTOX COUNTY,VIRGINIA
581,ARLINGTON COUNTY,ARLINGTON COUNTY,VIRGINIA
582,BATH COUNTY,BATH COUNTY,VIRGINIA
583,BLAND COUNTY,BLAND COUNTY,VIRGINIA
584,BOTETOURT COUNTY,BOTETOURT COUNTY,VIRGINIA
585,BRISTOL CITY,BRISTOL CITY,VIRGINIA
586,BRUNSWICK COUNTY,BRUNSWICK COUNTY,VIRGINIA
587,CARROLL COUNTY,CARROLL COUNTY,VIRGINIA
588,CHARLES CITY COUNTY,CHARLES CITY COUNTY,VIRGINIA
589,CHARLOTTESVILLE CITY,CHARLOTTESVILLE CITY,VIRGINIA
590,CHESAPEAKE CITY,CHESAPEAKE CITY,VIRGINIA
591,CLARKE COUNTY,CLARKE COUNTY,VIRGINIA
592,COLONIAL HEIGHTS CITY,COLONIAL HEIGHTS CITY,VIRGINIA
593,COVINGTON CITY,COVINGTON CITY,VIRGINIA
594,CUMBERLAND COUNTY,CUMBERLAND COUNTY,VIRGINIA
595,DANVILLE CITY,DANVILLE CITY,VIRGINIA
596,DICKENSON COUNTY,DICKENSON COUNTY,VIRGINIA
597,DINWIDDIE COUNTY,DINWIDDIE COUNTY,VIRGINIA
598,ESSEX COUNTY,ESSEX COUNTY,VIRGINIA
599,FAIRFAX CITY,FAIRFAX CITY,VIRGINIA
600,FALLS CHURCH CITY,FALLS CHURCH CITY,VIRGINIA
601,FAUQUIER COUNTY,FAUQUIER COUNTY,VIRGINIA
602,FLOYD COUNTY,FLOYD COUNTY,VIRGINIA
603,FLUVANNA COUNTY,FLUVANNA COUNTY,VIRGINIA
604,FREDERICKSBURG CITY,FREDERICKSBURG CITY,VIRGINIA
605,GALAX CITY,GALAX CITY,VIRGINIA
606,GILES COUNTY,GILES COUNTY,VIRGINIA
607,GLOUCESTER COUNTY,GLOUCESTER COUNTY,VIRGINIA
608,GOOCHLAND COUNTY,GOOCHLAND COUNTY,VIRGINIA
609,GRAYSON COUNTY,GRAYSON COUNTY,VIRGINIA
610,GREENE COUNTY,GREENE COUNTY,VIRGINIA
611,HAMPTON CITY,HAMPTON CITY,VIRGINIA
612,HARRISONBURG CITY,HARRISONBURG CITY,VIRGINIA
613,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,VIRGINIA
614,JAMES CITY COUNTY,JAMES CITY COUNTY,VIRGINIA
615,JEFFERSON COUNTY,JEFFERSON,COLORADO
616,KING AND QUEEN COUNTY,KING & QUEEN COUNTY,VIRGINIA
617,KING GEORGE COUNTY,KING GEORGE COUNTY,VIRGINIA
618,KING WILLIAM COUNTY,KING WILLIAM COUNTY,VIRGINIA
619,LANCASTER COUNTY,LANCASTER COUNTY,VIRGINIA
620,LEE COUNTY,LEE COUNTY,VIRGINIA
621,LEXINGTON CITY,LEXINGTON CITY,VIRGINIA
622,LYNCHBURG CITY,LYNCHBURG CITY,VIRGINIA
623,MADISON COUNTY,MADISON COUNTY,VIRGINIA
624,MANASSAS CITY,MANASSAS CITY,VIRGINIA
625,MANASSAS PARK CITY,MANASSAS PARK CITY,VIRGINIA
626,MARTINSVILLE CITY,MARTINSVILLE CITY,VIRGINIA
627,MATHEWS COUNTY,MATHEWS COUNTY,VIRGINIA
628,MIDDLESEX COUNTY,MIDDLESEX COUNTY,VIRGINIA
629,NELSON COUNTY,NELSON COUNTY,VIRGINIA
630,ADA COUNTY,ADA,IDAHO
631,KINGS COUNTY,KINGS,CALIFORNIA
632,PITT COUNTY,PITT,NORTH CAROLINA
633,AUSTIN COUNTY,AUSTIN,TEXAS
634,NEW KENT COUNTY,NEW KENT COUNTY,VIRGINIA
635,NORFOLK CITY,NORFOLK CITY,VIRGINIA
636,NORTHAMPTON COUNTY,NORTHAMPTON COUNTY,VIRGINIA
637,NORTHUMBERLAND COUNTY,NORTHUMBERLAND COUNTY,VIRGINIA
638,NOTTOWAY COUNTY,NOTTOWAY COUNTY,VIRGINIA
639,ORANGE COUNTY,ORANGE COUNTY,VIRGINIA
640,PAGE COUNTY,PAGE COUNTY,VIRGINIA
641,PATRICK COUNTY,PATRICK COUNTY,VIRGINIA
642,POQUOSON CITY,POQUOSON CITY,VIRGINIA
643,PORTSMOUTH CITY,PORTSMOUTH CITY,VIRGINIA
644,POWHATAN COUNTY,POWHATAN COUNTY,VIRGINIA
645,PRINCE GEORGE COUNTY,PRINCE GEORGE COUNTY,VIRGINIA
646,PULASKI COUNTY,PULASKI COUNTY,VIRGINIA
647,RADFORD CITY,RADFORD CITY,VIRGINIA
648,RAPPAHANNOCK COUNTY,RAPPAHANNOCK COUNTY,VIRGINIA
649,RICHMOND COUNTY,RICHMOND COUNTY,VIRGINIA
650,ROANOKE CITY,ROANOKE CITY,VIRGINIA
651,ROANOKE COUNTY,ROANOKE COUNTY,VIRGINIA
652,ROCKBRIDGE COUNTY,ROCKBRIDGE COUNTY,VIRGINIA
653,ROCKINGHAM COUNTY,ROCKINGHAM COUNTY,VIRGINIA
654,SALEM CITY,SALEM CITY,VIRGINIA
655,STAUNTON CITY,STAUNTON CITY,VIRGINIA
656,TAZEWELL COUNTY,TAZEWELL COUNTY,VIRGINIA
657,VIRGINIA BEACH CITY,VIRGINIA BEACH CITY,VIRGINIA
658,WARREN COUNTY,WARREN COUNTY,VIRGINIA
659,WAYNESBORO CITY,WAYNESBORO CITY,VIRGINIA
660,WESTMORELAND COUNTY,WESTMORELAND COUNTY,VIRGINIA
661,WILLIAMSBURG CITY,WILLIAMSBURG CITY,VIRGINIA
662,WINCHESTER CITY,WINCHESTER CITY,VIRGINIA
663,WISE COUNTY,WISE COUNTY,VIRGINIA
664,YORK COUNTY,YORK COUNTY,VIRGINIA
665,BUENA VISTA CITY,BUENA VISTA CITY,VIRGINIA
666,CRAIG COUNTY,CRAIG COUNTY,VIRGINIA
667,GREENSVILLE COUNTY,GREENSVILLE COUNTY,VIRGINIA
668,HIGHLAND COUNTY,HIGHLAND COUNTY,VIRGINIA
669,NORTON CITY,NORTON CITY,VIRGINIA
670,RED RIVER COUNTY,RED RIVER,TEXAS
671,SURRY COUNTY,SURRY COUNTY,VIRGINIA
672,CAMAS COUNTY,CAMAS,IDAHO
673,CLARK COUNTY,CLARK,IDAHO
674,CHEROKEE COUNTY,CHEROKEE,IOWA
675,TAYLOR COUNTY,TAYLOR,GEORGIA
676,MONTGOMERY COUNTY,MONTGOMERY,IOWA
677,BEAR LAKE COUNTY,BEAR LAKE,IDAHO
678,MADISON COUNTY,MADISON,IDAHO
679,LIBERTY COUNTY,LIBERTY,MONTANA
680,REEVES COUNTY,REEVES,TEXAS
681,FISHER COUNTY,FISHER,TEXAS
682,CLAY COUNTY,CLAY,MISSOURI
683,TOOMBS COUNTY,TOOMBS,GEORGIA
684,,DISTRICT 39,ALASKA
685,SCOTT COUNTY,SCOTT,IOWA
686,PINAL COUNTY,PINAL,ARIZONA
687,CADDO PARISH,CADDO,LOUISIANA
688,JEFFERSON PARISH,JEFFERSON,LOUISIANA
689,LAFAYETTE PARISH,LAFAYETTE,LOUISIANA
690,TANGIPAHOA PARISH,TANGIPAHOA,LOUISIANA
691,TERREBONNE PARISH,TERREBONNE,LOUISIANA
692,YELLOWSTONE COUNTY,YELLOWSTONE,MONTANA
693,BEAUREGARD PARISH,BEAUREGARD,LOUISIANA
694,CAMERON PARISH,CAMERON,LOUISIANA
695,CLAIBORNE PARISH,CLAIBORNE,LOUISIANA
696,DE SOTO PARISH,DE SOTO,LOUISIANA
697,EAST CARROLL PARISH,EAST CARROLL,LOUISIANA
698,EAST FELICIANA PARISH,EAST FELICIANA,LOUISIANA
699,FRANKLIN PARISH,FRANKLIN,LOUISIANA
700,IBERVILLE PARISH,IBERVILLE,LOUISIANA
701,JACKSON PARISH,JACKSON,LOUISIANA
702,JEFFERSON DAVIS PARISH,JEFFERSON DAVIS,LOUISIANA
703,LIVINGSTON PARISH,LIVINGSTON,LOUISIANA
704,MADISON PARISH,MADISON,LOUISIANA
705,MOREHOUSE PARISH,MOREHOUSE,LOUISIANA
706,OUACHITA PARISH,OUACHITA,LOUISIANA
707,POINTE COUPEE PARISH,POINTE COUPEE,LOUISIANA
708,RICHLAND PARISH,RICHLAND,LOUISIANA
709,ST. JAMES PARISH,ST. JAMES,LOUISIANA
710,BRAZORIA COUNTY,BRAZORIA,TEXAS
711,ST. MARTIN PARISH,ST. MARTIN,LOUISIANA
712,FLOYD COUNTY,FLOYD,TEXAS
713,ST. MARY PARISH,ST. MARY,LOUISIANA
714,TENSAS PARISH,TENSAS,LOUISIANA
715,UNION PARISH,UNION,LOUISIANA
716,VERMILION PARISH,VERMILION,LOUISIANA
717,WEBSTER PARISH,WEBSTER,LOUISIANA
718,WEST CARROLL PARISH,WEST CARROLL,LOUISIANA
719,ASCENSION PARISH,ASCENSION,LOUISIANA
720,WEST BATON ROUGE PARISH,WEST BATON ROUGE,LOUISIANA
721,REFUGIO COUNTY,REFUGIO,TEXAS
722,FOARD COUNTY,FOARD,TEXAS
723,ROBERTS COUNTY,ROBERTS,TEXAS
724,FORT BEND COUNTY,FORT BEND,TEXAS
725,ROBERTSON COUNTY,ROBERTSON,TEXAS
726,ROCKWALL COUNTY,ROCKWALL,TEXAS
727,RUNNELS COUNTY,RUNNELS,TEXAS
728,TULARE COUNTY,TULARE,CALIFORNIA
729,APPLING COUNTY,APPLING,GEORGIA
730,EFFINGHAM COUNTY,EFFINGHAM,GEORGIA
731,MIDDLESEX COUNTY,TEWKSBURY,MASSACHUSETTS
732,PLATTE COUNTY,PLATTE,NEBRASKA
733,UNION COUNTY,UNION,FLORIDA
734,POLK COUNTY,POLK,TENNESSEE
735,PAMLICO COUNTY,PAMLICO,NORTH CAROLINA
736,WALTHALL COUNTY,WALTHALL,MISSISSIPPI
737,NEMAHA COUNTY,NEMAHA,NEBRASKA
738,PETTIS COUNTY,PETTIS,MISSOURI
739,CASS COUNTY,CASS,NEBRASKA
740,LIVINGSTON COUNTY,LIVINGSTON,MISSOURI
741,POWESHIEK COUNTY,POWESHIEK,IOWA
742,ADAIR COUNTY,ADAIR,IOWA
743,ALPINE COUNTY,ALPINE,CALIFORNIA
744,BARNSTABLE COUNTY,DENNIS,MASSACHUSETTS
745,BARNSTABLE COUNTY,HARWICH,MASSACHUSETTS
746,BARNSTABLE COUNTY,MASHPEE,MASSACHUSETTS
747,BERKSHIRE COUNTY,ADAMS,MASSACHUSETTS
749,BRISTOL COUNTY,NORTON,MASSACHUSETTS
750,BRISTOL COUNTY,RAYNHAM,MASSACHUSETTS
751,BRISTOL COUNTY,SEEKONK,MASSACHUSETTS
752,BRISTOL COUNTY,SOMERSET,MASSACHUSETTS
753,BRISTOL COUNTY,SWANSEA,MASSACHUSETTS
756,CRAWFORD COUNTY,CRAWFORD,GEORGIA
758,ESSEX COUNTY,IPSWICH,MASSACHUSETTS
759,ESSEX COUNTY,LYNNFIELD,MASSACHUSETTS
760,GOSPER COUNTY,GOSPER,NEBRASKA
762,HAMPDEN COUNTY,E. LONGMEADOW,MASSACHUSETTS
763,HAMPDEN COUNTY,PALMER,MASSACHUSETTS
764,HAMPSHIRE COUNTY,EASTHAMPTON,MASSACHUSETTS
767,LAFAYETTE COUNTY,LAFAYETTE,FLORIDA
768,MIDDLESEX COUNTY,ASHLAND,MASSACHUSETTS
769,MIDDLESEX COUNTY,BEDFORD,MASSACHUSETTS
770,MIDDLESEX COUNTY,CONCORD,MASSACHUSETTS
771,MIDDLESEX COUNTY,HOLLISTON,MASSACHUSETTS
772,MIDDLESEX COUNTY,HOPKINTON,MASSACHUSETTS
773,MIDDLESEX COUNTY,MAYNARD,MASSACHUSETTS
774,MIDDLESEX COUNTY,N. READING,MASSACHUSETTS
775,MIDDLESEX COUNTY,SUDBURY,MASSACHUSETTS
776,MIDDLESEX COUNTY,TYNGSBOROUGH,MASSACHUSETTS
777,MIDDLESEX COUNTY,WAYLAND,MASSACHUSETTS
778,MIDDLESEX COUNTY,WESTON,MASSACHUSETTS
779,NORFOLK COUNTY,SHARON,MASSACHUSETTS
781,LINCOLN COUNTY,LINCOLN,NEVADA
782,WINDHAM COUNTY,PLAINFIELD,CONNECTICUT
783,MARSHALL COUNTY,MARSHALL,MISSISSIPPI
784,MONROE COUNTY,MONROE,MISSISSIPPI
785,MOORE COUNTY,MOORE,TENNESSEE
786,AUDRAIN COUNTY,AUDRAIN,MISSOURI
787,MEIGS COUNTY,MEIGS,TENNESSEE
788,CAMPBELL COUNTY,CAMPBELL,TENNESSEE
789,CANNON COUNTY,CANNON,TENNESSEE
790,HENRY COUNTY,HENRY,TENNESSEE
791,CLAY COUNTY,CLAY,TENNESSEE
792,GRAINGER COUNTY,GRAINGER,TENNESSEE
793,OVERTON COUNTY,OVERTON,TENNESSEE
794,ESSEX COUNTY,PEABODY,MASSACHUSETTS
795,ADAMS COUNTY,ADAMS,NEBRASKA
796,SEBASTIAN COUNTY,SEBASTIAN COUNTY,ARKANSAS
797,BERKSHIRE COUNTY,N. ADAMS,MASSACHUSETTS
798,ESSEX COUNTY,LYNN,MASSACHUSETTS
799,MIDDLESEX COUNTY,NEWTON,MASSACHUSETTS
800,MCHENRY COUNTY,MCHENRY,ILLINOIS
801,STANISLAUS COUNTY,STANISLAUS,CALIFORNIA
802,CHEROKEE COUNTY,CHEROKEE,TEXAS
803,FRANKLIN COUNTY,FRANKLIN,TEXAS
804,FAYETTE COUNTY,FAYETTE,TENNESSEE
805,FENTRESS COUNTY,FENTRESS,TENNESSEE
806,GREELEY COUNTY,GREELEY,NEBRASKA
807,,DISTRICT 40,ALASKA
808,KENT COUNTY,KENT,DELAWARE
809,,DISTRICT 16,ALASKA
810,SUSSEX COUNTY,SUSSEX,DELAWARE
811,CONCORDIA PARISH,CONCORDIA,LOUISIANA
812,SABINE PARISH,SABINE,LOUISIANA
813,ST. BERNARD PARISH,ST. BERNARD,LOUISIANA
814,ST. TAMMANY PARISH,ST. TAMMANY,LOUISIANA
815,CITRUS COUNTY,CITRUS,FLORIDA
816,WARE COUNTY,WARE,GEORGIA
817,MENDOCINO COUNTY,MENDECINO,CALIFORNIA
818,MENDOCINO COUNTY,MENDOCINO,CALIFORNIA
819,EL DORADO COUNTY,EL DORADO,CALIFORNIA
820,TUOLUMNE COUNTY,TUOLUMNE,CALIFORNIA
821,MARIPOSA COUNTY,MARIPOSA,CALIFORNIA
822,YUBA COUNTY,YUBA,CALIFORNIA
823,CALHOUN COUNTY,CALHOUN,FLORIDA
824,NASSAU COUNTY,NASSAU,FLORIDA
825,ST. JOHNS COUNTY,ST. JOHNS,FLORIDA
826,FREESTONE COUNTY,FREESTONE,TEXAS
827,FRIO COUNTY,FRIO,TEXAS
828,CALCASIEU PARISH,CALCASIEU,LOUISIANA
829,CHILDRESS COUNTY,CHILDRESS,TEXAS
830,GAINES COUNTY,GAINES,TEXAS
831,HAMILTON COUNTY,HAMILTON,TENNESSEE
832,MONTGOMERY COUNTY,MONTGOMERY,ALABAMA
833,RUSK COUNTY,RUSK,TEXAS
834,WELD COUNTY,WELD,COLORADO
835,ELBERT COUNTY,ELBERT,COLORADO
836,LINCOLN COUNTY,LINCOLN,COLORADO
837,GALVESTON COUNTY,GALVESTON,TEXAS
838,WASHINGTON COUNTY,WASHINGTON,COLORADO
839,CHEYENNE COUNTY,CHEYENNE,COLORADO
840,KIT CARSON COUNTY,KIT CARSON,COLORADO
841,LOGAN COUNTY,LOGAN,COLORADO
842,MORGAN COUNTY,MORGAN,COLORADO
843,PHILLIPS COUNTY,PHILLIPS,COLORADO
844,SEDGWICK COUNTY,SEDGWICK,COLORADO
845,YUMA COUNTY,YUMA,COLORADO
846,GARZA COUNTY,GARZA,TEXAS
847,DYER COUNTY,DYER,TENNESSEE
848,,DISTRICT 17,ALASKA
849,SABINE COUNTY,SABINE,TEXAS
850,BAILEY COUNTY,BAILEY,TEXAS
851,GILLESPIE COUNTY,GILLESPIE,TEXAS
852,GLASSCOCK COUNTY,GLASSCOCK,TEXAS
853,GOLIAD COUNTY,GOLIAD,TEXAS
854,SAN AUGUSTINE COUNTY,SAN AUGUSTINE,TEXAS
855,CLAY COUNTY,CLAY,TEXAS
856,GONZALES COUNTY,GONZALES,TEXAS
857,RAPIDES PARISH,RAPIDES,LOUISIANA
858,GRAY COUNTY,GRAY,TEXAS
859,DISTRICT OF COLUMBIA,WARD 6,DISTRICT OF COLUMBIA
860,SAN JACINTO COUNTY,SAN JACINTO,TEXAS
861,,DISTRICT 18,ALASKA
862,BURKE COUNTY,BURKE,NORTH CAROLINA
863,MADISON COUNTY,MADISON,INDIANA
864,HOWARD COUNTY,HOWARD,INDIANA
865,MARICOPA COUNTY,MARICOPA,ARIZONA
866,JOHNSON COUNTY,JOHNSON,INDIANA
867,HENRY COUNTY,HENRY,INDIANA
868,VANDERBURGH COUNTY,VANDERBURGH,INDIANA
869,STANLY COUNTY,STANLY,NORTH CAROLINA
870,LAKE OF THE WOODS COUNTY,LAKE OF THE WOODS,MINNESOTA
871,UNION COUNTY,UNION,NORTH CAROLINA
872,WARREN COUNTY,WARREN,NORTH CAROLINA
873,LEMHI COUNTY,LEMHI,IDAHO
874,GEAUGA COUNTY,GEAUGA,OHIO
875,IDAHO COUNTY,IDAHO,IDAHO
876,GREENLEE COUNTY,GREENLEE,ARIZONA
877,ADAMS COUNTY,ADAMS,IDAHO
878,BLAINE COUNTY,BLAINE,IDAHO
879,LEWIS COUNTY,LEWIS,IDAHO
880,OWYHEE COUNTY,OWYHEE,IDAHO
881,PORTER COUNTY,PORTER,INDIANA
882,WABASH COUNTY,WABASH,INDIANA
883,ALAMANCE COUNTY,ALAMANCE,NORTH CAROLINA
884,ALLEGHANY COUNTY,ALLEGHANY,NORTH CAROLINA
885,DAVIE COUNTY,DAVIE,NORTH CAROLINA
886,MITCHELL COUNTY,MITCHELL,NORTH CAROLINA
887,SCOTLAND COUNTY,SCOTLAND,NORTH CAROLINA
889,DAKOTA COUNTY,DAKOTA,NEBRASKA
890,EAST BATON ROUGE PARISH,EAST BATON ROUGE,LOUISIANA
891,ACADIA PARISH,ACADIA,LOUISIANA
892,ALLEN PARISH,ALLEN,LOUISIANA
893,ASSUMPTION PARISH,ASSUMPTION,LOUISIANA
894,AVOYELLES PARISH,AVOYELLES,LOUISIANA
895,BIENVILLE PARISH,BIENVILLE,LOUISIANA
896,BOSSIER PARISH,BOSSIER,LOUISIANA
897,CALDWELL PARISH,CALDWELL,LOUISIANA
898,IBERIA PARISH,IBERIA,LOUISIANA
899,LAFOURCHE PARISH,LAFOURCHE,LOUISIANA
900,LASALLE PARISH,LASALLE,LOUISIANA
901,LINCOLN PARISH,LINCOLN,LOUISIANA
902,NATCHITOCHES PARISH,NATCHITOCHES,LOUISIANA
903,RED RIVER PARISH,RED RIVER,LOUISIANA
904,ST. JOHN THE BAPTIST PARISH,ST. JOHN THE BAPTIST,LOUISIANA
905,ST. LANDRY PARISH,ST. LANDRY,LOUISIANA
906,VERNON PARISH,VERNON,LOUISIANA
907,WASHINGTON PARISH,WASHINGTON,LOUISIANA
908,WEST FELICIANA PARISH,WEST FELICIANA,LOUISIANA
909,CATAHOULA PARISH,CATAHOULA,LOUISIANA
910,GRANT PARISH,GRANT,LOUISIANA
911,PLAQUEMINES PARISH,PLAQUEMINES,LOUISIANA
912,ST. CHARLES PARISH,ST. CHARLES,LOUISIANA
913,ST. HELENA PARISH,ST. HELENA,LOUISIANA
914,WINN PARISH,WINN,LOUISIANA
915,EVANGELINE PARISH,EVANGELINE,LOUISIANA
916,HOLT COUNTY,HOLT,NEBRASKA
917,YANCEY COUNTY,YANCEY,NORTH CAROLINA
918,GEM COUNTY,GEM,IDAHO
919,SMITH COUNTY,SMITH,TENNESSEE
920,WASHINGTON COUNTY,WASHINGTON,IDAHO
921,SHOSHONE COUNTY,SHOSHONE,IDAHO
922,NAVAJO COUNTY,NAVAJO,ARIZONA
923,TROUSDALE COUNTY,TROUSDALE,TENNESSEE
924,DOUGLAS COUNTY,DOUGLAS,NEBRASKA
925,CABARRUS COUNTY,CABARRUS,NORTH CAROLINA
926,ROBERTSON COUNTY,ROBERTSON,TENNESSEE
927,HAMBLEN COUNTY,HAMBLEN,TENNESSEE
928,,DISTRICT 1,ALASKA
929,JEFFERSON COUNTY,JEFFERSON,MONTANA
930,MERCED COUNTY,MERCED,CALIFORNIA
931,EDGECOMBE COUNTY,EDGECOMBE,NORTH CAROLINA
932,SAN PATRICIO COUNTY,SAN PATRICIO,TEXAS
933,GRAYSON COUNTY,GRAYSON,TEXAS
934,GREGG COUNTY,GREGG,TEXAS
935,GRIMES COUNTY,GRIMES,TEXAS
936,BRAZOS COUNTY,BRAZOS,TEXAS
937,COCHRAN COUNTY,COCHRAN,TEXAS
938,GUADALUPE COUNTY,GUADALUPE,TEXAS
939,FULTON COUNTY,FULTON,GEORGIA
940,CROCKETT COUNTY,CROCKETT,TENNESSEE
941,SAN SABA COUNTY,SAN SABA,TEXAS
942,HALE COUNTY,HALE,TEXAS
943,CRITTENDEN COUNTY,CRITTENDEN COUNTY,ARKANSAS
945,,DISTRICT 2,ALASKA
946,,DISTRICT 3,ALASKA
947,SCHLEICHER COUNTY,SCHLEICHER,TEXAS
948,,DISTRICT 19,ALASKA
949,DISTRICT OF COLUMBIA,WARD 7,DISTRICT OF COLUMBIA
950,BANDERA COUNTY,BANDERA,TEXAS
951,GWINNETT COUNTY,GWINNETT,GEORGIA
952,SCURRY COUNTY,SCURRY,TEXAS
953,DODGE COUNTY,DODGE,NEBRASKA
954,HALL COUNTY,HALL,TEXAS
955,SHACKELFORD COUNTY,SHACKELFORD,TEXAS
956,BOULDER COUNTY,BOULDER,COLORADO
957,HAMILTON COUNTY,HAMILTON,TEXAS
958,HANSFORD COUNTY,HANSFORD,TEXAS
959,SHELBY COUNTY,SHELBY,TEXAS
960,LACLEDE COUNTY,LACLEDE,MISSOURI
961,,DISTRICT 4,ALASKA
962,,DISTRICT 5,ALASKA
963,LA PAZ COUNTY,LA PAZ,ARIZONA
964,HARDEMAN COUNTY,HARDEMAN,TEXAS
965,HARDIN COUNTY,HARDIN,TEXAS
966,,DISTRICT 6,ALASKA
967,MOBILE COUNTY,MOBILE,ALABAMA
968,MADISON COUNTY,MADISON,ALABAMA
969,MARSHALL COUNTY,MARSHALL,ALABAMA
970,SHELBY COUNTY,SHELBY,ALABAMA
971,BALTIMORE CITY,BALTIMORE CITY,MARYLAND
972,LAUDERDALE COUNTY,LAUDERDALE,ALABAMA
973,CALHOUN COUNTY,CALHOUN,ALABAMA
974,ETOWAH COUNTY,ETOWAH,ALABAMA
975,ESCAMBIA COUNTY,ESCAMBIA,ALABAMA
976,KIMBALL COUNTY,KIMBALL,NEBRASKA
977,BARNSTABLE COUNTY,BREWSTER,MASSACHUSETTS
978,BERKSHIRE COUNTY,DALTON,MASSACHUSETTS
979,BERKSHIRE COUNTY,WILLIAMSTOWN,MASSACHUSETTS
980,BRISTOL COUNTY,ACUSHNET,MASSACHUSETTS
981,BRISTOL COUNTY,BERKLEY,MASSACHUSETTS
982,BRISTOL COUNTY,DIGHTON,MASSACHUSETTS
983,BRISTOL COUNTY,FREETOWN,MASSACHUSETTS
984,BRISTOL COUNTY,REHOBOTH,MASSACHUSETTS
985,SHERMAN COUNTY,SHERMAN,TEXAS
986,SMITH COUNTY,SMITH,TEXAS
987,SOMERVELL COUNTY,SOMERVELL,TEXAS
990,ESSEX COUNTY,BOXFORD,MASSACHUSETTS
991,STARR COUNTY,STARR,TEXAS
992,ESSEX COUNTY,GEORGETOWN,MASSACHUSETTS
993,ESSEX COUNTY,GROVELAND,MASSACHUSETTS
994,ESSEX COUNTY,HAMILTON,MASSACHUSETTS
995,ESSEX COUNTY,MERRIMAC,MASSACHUSETTS
996,ESSEX COUNTY,MIDDLETON,MASSACHUSETTS
997,ESSEX COUNTY,NEWBURY,MASSACHUSETTS
